timestamp,temp_ampent,temp_object,pressure,humidity,gas_res,nh3_raw,co_raw,co2,Tvoc,no2_raw
,28.130,53.190,1007.000,23.254,35534.000,16.000,0.000,4144,5274,13.000
,28.210,52.150,1007.000,21.286,36681.000,13.000,0.000,4754,6604,10.000
,28.330,52.970,1007.000,24.640,35237.000,7.000,0.000,4276,5565,8.000
,28.430,52.650,1007.000,22.319,44950.000,13.000,0.000,5180,7508,6.000
,28.530,51.990,1007.000,23.496,46285.000,6.000,0.000,4905,6909,3.000
,28.670,52.970,1007.000,21.809,50541.000,16.000,10.000,4309,5636,16.000
,28.730,52.190,1007.000,20.035,52172.000,16.000,16.000,3974,4944,19.000
,28.730,52.550,1007.000,19.910,51754.000,17.000,27.000,3882,4758,20.000
,28.810,52.410,1007.000,22.620,54542.000,19.000,31.000,7587,12622,19.000
,28.850,52.330,1007.000,24.664,39468.000,13.000,16.000,4787,6679,3.000
,28.950,52.990,1007.000,22.003,34771.000,21.000,16.000,5305,7773,16.000
,28.950,53.010,1007.000,20.954,39174.000,22.000,22.000,5732,8706,21.000
,29.190,52.770,1007.000,22.931,43107.000,15.000,16.000,4489,6022,19.000
,29.170,52.870,1007.000,21.067,35296.000,18.000,15.000,5732,8706,21.000
,29.250,52.830,1007.000,21.828,47061.000,19.000,16.000,6434,10188,22.000
,29.250,52.270,1007.000,20.973,42031.000,19.000,26.000,12028,22132,22.000
,29.330,52.570,1007.000,24.105,32514.000,25.000,23.000,5351,7872,21.000
,29.390,52.190,1007.000,21.693,31444.000,24.000,27.000,32768,29206,32.000
,29.390,53.910,1007.000,26.501,16975.000,22.000,17.000,21221,29206,23.000
,29.390,52.110,1007.000,28.885,17513.000,19.000,18.000,8152,13893,22.000
,29.670,53.210,1007.000,31.471,16431.000,16.000,2.000,4021,5056,16.000
,29.770,52.910,1007.000,24.340,19695.000,16.000,10.000,3661,4256,16.000
,29.710,52.910,1007.000,20.812,14624.000,16.000,24.000,4164,5334,16.000
,29.730,52.750,1007.000,21.193,15836.000,30.000,25.000,6841,11076,31.000
,29.850,53.690,1007.000,27.463,10070.000,21.000,22.000,6639,10623,16.000
,29.930,52.050,1007.000,29.462,14423.000,16.000,18.000,6572,10487,16.000
,29.950,53.150,1007.000,28.504,14001.000,19.000,26.000,4140,5266,20.000
,29.830,52.450,1007.000,25.102,17099.000,16.000,10.000,4276,5565,21.000
,29.730,53.150,1007.000,24.017,25299.000,18.000,15.000,4333,5699,17.000
,29.710,52.330,1007.000,22.065,16469.000,17.000,16.000,3947,4895,18.000
,29.590,52.130,1007.000,23.342,29839.000,15.000,13.000,3924,4838,16.000
,29.410,52.450,1007.000,21.577,35178.000,16.000,16.000,4550,6162,19.000
,29.350,52.850,1007.000,21.899,23689.000,19.000,16.000,4392,5830,17.000
,29.290,52.830,1007.000,22.527,29881.000,17.000,16.000,7852,13239,19.000
,29.150,52.370,1007.000,23.539,39766.000,16.000,16.000,10281,18367,22.000
,29.170,52.990,1007.000,28.984,22646.000,17.000,15.000,19890,29206,17.000
,29.290,52.510,1007.000,32.486,27302.000,20.000,16.000,6241,9783,17.000
,29.210,52.750,1007.000,30.450,15362.000,18.000,16.000,18205,29206,19.000
,29.250,52.570,1007.000,31.653,16934.000,23.000,32.000,15177,28809,30.000
,29.210,52.710,1007.000,29.340,6920.000,25.000,34.000,6313,9912,35.000
,29.190,52.870,1007.000,26.549,10536.000,22.000,37.000,16784,29206,36.000
,29.410,53.750,1007.000,28.606,11419.000,22.000,21.000,6769,10921,26.000
,29.550,52.770,1007.000,26.134,21488.000,16.000,21.000,4425,5894,21.000
,29.610,52.890,1007.000,23.202,29712.000,18.000,16.000,5270,7697,18.000
,29.630,53.370,1007.000,20.561,36713.000,16.000,10.000,4686,6450,15.000
,29.730,53.150,1007.000,22.581,24954.000,8.000,0.000,6841,11076,9.000
,29.770,53.290,1007.000,21.438,36083.000,16.000,0.000,4489,6022,15.000
,29.710,53.230,1007.000,19.750,21036.000,16.000,18.000,8979,15607,20.000
,29.830,53.350,1006.000,26.088,28582.000,28.000,54.000,6769,10921,41.000
,29.950,53.810,1006.000,22.904,35746.000,16.000,18.000,6434,10188,16.000
,30.030,54.630,1006.000,22.094,9698.000,48.000,26.000,5961,9172,39.000
,30.210,53.530,1006.000,21.761,24362.000,17.000,20.000,6639,10623,19.000
,30.230,53.070,1006.000,24.646,26970.000,16.000,16.000,5629,8490,18.000
,30.310,53.150,1006.000,23.462,32947.000,13.000,0.000,4619,6315,11.000
,30.250,53.410,1006.000,21.070,29116.000,15.000,1.000,5538,8293,14.000
,30.250,52.870,1006.000,22.901,21163.000,16.000,11.000,8735,15078,10.000
,30.210,53.550,1006.000,21.559,31351.000,19.000,26.000,6074,9408,25.000
,30.170,52.990,1006.000,20.284,39210.000,23.000,29.000,4425,5894,27.000
,30.170,53.330,1006.000,20.192,36649.000,17.000,16.000,5351,7872,18.000
,30.070,53.350,1006.000,20.379,43963.000,17.000,10.000,5015,7161,17.000
,30.050,53.010,1006.000,18.879,45484.000,16.000,1.000,5732,8706,16.000
,30.030,53.210,1006.000,19.968,48056.000,32.000,43.000,15534,29206,35.000
,30.090,53.330,1006.000,25.440,38848.000,22.000,16.000,10806,19510,21.000
,30.170,53.010,1006.000,26.906,26477.000,7.000,0.000,11810,21651,1.000
,30.450,60.930,1006.000,27.743,3045.000,16.000,13.000,21972,29206,17.000
,32.010,53.210,1006.000,70.512,1597.000,18.000,16.000,10806,19510,14.000
,31.790,53.890,1006.000,40.215,6472.000,16.000,0.000,8280,14096,10.000
,31.810,52.570,1006.000,26.312,11507.000,0.000,15.000,7241,11897,20.000
,31.710,52.970,1006.000,21.621,13480.000,21.000,31.000,6181,9628,29.000
,31.750,53.810,1006.000,23.904,6989.000,16.000,16.000,6434,10175,16.000
,31.750,53.010,1006.000,25.172,16228.000,16.000,0.000,6434,10175,8.000
,31.590,53.210,1006.000,22.765,20265.000,27.000,43.000,8497,14590,33.000
,31.530,53.190,1006.000,21.352,25073.000,16.000,11.000,5397,7971,20.000
,31.350,52.770,1006.000,20.119,28447.000,14.000,11.000,4750,6585,16.000
,31.230,53.210,1006.000,20.662,30936.000,22.000,35.000,7944,13451,27.000
,31.250,53.630,1006.000,24.069,18881.000,16.000,15.000,6633,10622,19.000
,31.150,52.710,1006.000,25.506,21400.000,16.000,16.000,21971,29206,16.000
,31.090,52.610,1006.000,29.834,12211.000,18.000,16.000,12017,22107,15.000
,31.030,52.330,1006.000,29.079,11622.000,17.000,16.000,16768,29206,16.000
,30.750,53.150,1006.000,27.407,7510.000,16.000,5.000,25494,29206,14.000
,30.650,53.010,1006.000,27.767,5705.000,27.000,18.000,5305,7762,23.000
,30.710,53.290,1006.000,25.376,15032.000,20.000,16.000,4857,6830,16.000
,30.690,53.550,1006.000,25.792,21598.000,14.000,0.000,4272,5557,9.000
,30.610,53.490,1006.000,22.267,11753.000,16.000,0.000,4272,5557,15.000
,30.510,53.510,1006.000,19.999,23810.000,26.000,47.000,4549,6153,28.000
,30.430,53.510,1006.000,22.177,29945.000,16.000,14.000,4646,6372,17.000
,30.410,54.250,1006.000,21.695,11200.000,16.000,6.000,19910,29206,15.000
,30.490,54.170,1006.000,27.748,7069.000,28.000,17.000,16294,29206,25.000
,30.590,53.650,1006.000,31.569,6861.000,16.000,16.000,8043,13658,19.000
,30.730,52.670,1006.000,32.928,12204.000,16.000,9.000,21971,29206,12.000
,31.030,54.210,1006.000,35.160,6331.000,20.000,23.000,12995,24214,30.000
,31.130,54.030,1006.000,32.922,9707.000,18.000,16.000,5841,8910,16.000
,31.150,53.250,1006.000,30.654,11974.000,18.000,16.000,4391,5821,16.000
,31.030,53.230,1006.000,24.905,18898.000,18.000,20.000,4164,5325,20.000
,30.950,53.190,1006.000,22.925,24661.000,14.000,0.000,4549,6153,7.000
,30.930,53.670,1006.000,21.140,29881.000,19.000,23.000,5841,8910,0.000
,30.850,53.990,1006.000,20.973,28916.000,17.000,20.000,5677,8600,26.000
,30.750,53.490,1006.000,19.288,36176.000,16.000,16.000,4549,6153,18.000
,30.730,53.490,1006.000,20.155,36145.000,17.000,14.000,4515,6069,14.000
,30.590,53.170,1006.000,20.087,41047.000,6.000,0.000,4333,5690,4.000
,30.470,53.730,1006.000,18.002,47432.000,8.000,0.000,4421,5885,11.000
,30.370,53.410,1006.000,17.364,44998.000,18.000,16.000,4450,5949,16.000
,30.210,53.690,1006.000,18.272,50389.000,18.000,16.000,4305,5635,16.000
,30.090,53.290,1006.000,17.371,36052.000,35.000,45.000,7241,11897,31.000
,30.050,53.930,1006.000,23.106,18242.000,36.000,31.000,4580,6231,27.000
,30.090,53.530,1006.000,24.462,32068.000,4.000,0.000,4244,5512,13.000
,30.030,53.290,1006.000,21.616,38848.000,5.000,0.000,4305,5635,7.000
,29.990,53.350,1006.000,19.709,38599.000,21.000,18.000,4615,6306,25.000
,29.990,53.470,1006.000,20.177,32691.000,34.000,52.000,5180,7497,36.000
,29.970,53.470,1006.000,22.108,24939.000,23.000,19.000,4975,7058,26.000
,29.970,53.750,1006.000,22.000,35061.000,17.000,14.000,11161,20310,18.000
,30.010,54.670,1006.000,22.367,10267.000,16.000,13.000,5094,7316,16.000
,30.050,53.230,1006.000,22.918,26345.000,6.000,0.000,5397,7971,5.000
,30.030,53.850,1006.000,23.730,10841.000,17.000,18.000,12746,23677,15.000
,30.270,53.690,1006.000,31.060,12539.000,14.000,16.000,32768,29206,18.000
,30.450,54.250,1006.000,32.630,18848.000,21.000,30.000,8145,13876,27.000
,30.470,53.890,1006.000,28.239,18865.000,16.000,11.000,4450,5949,16.000
,30.410,53.390,1006.000,24.223,16103.000,16.000,16.000,14157,26707,16.000
,30.610,54.350,1006.000,27.437,18565.000,12.000,4.000,4938,6990,13.000
,30.590,53.890,1006.000,23.471,9539.000,16.000,19.000,10984,19944,19.000
,30.750,53.390,1006.000,27.915,18116.000,16.000,10.000,4333,5690,16.000
,30.730,53.670,1006.000,21.555,23533.000,10.000,14.000,4646,6372,17.000
,30.670,53.010,1006.000,20.358,27992.000,21.000,34.000,4244,5512,30.000
,30.610,53.130,1006.000,21.156,33930.000,13.000,6.000,4329,5681,16.000
,30.570,53.190,1006.000,19.987,26747.000,11.000,25.000,5486,8180,25.000
,30.530,52.710,1006.000,22.104,35326.000,9.000,1.000,4971,7048,10.000
,30.430,53.090,1006.000,19.117,38564.000,22.000,16.000,6366,10042,16.000
,30.430,53.370,1006.000,20.070,39617.000,26.000,29.000,6691,10734,27.000
,30.410,52.890,1006.000,20.476,45288.000,9.000,0.000,7481,12437,10.000
,30.330,53.570,1006.000,19.134,41288.000,18.000,19.000,12233,22581,18.000
,30.290,52.690,1006.000,21.010,14473.000,14.000,5.000,9225,16176,7.000
,30.330,53.330,1006.000,24.533,15373.000,16.000,16.000,7669,12870,16.000
,30.330,53.330,1006.000,25.001,27698.000,27.000,39.000,10431,18720,30.000
,30.310,53.290,1006.000,22.522,33024.000,5.000,0.000,5672,8589,3.000
,30.250,53.130,1006.000,19.600,40887.000,16.000,21.000,5260,7685,16.000
,30.190,53.470,1006.000,18.742,36938.000,15.000,0.000,4853,6820,15.000
,30.170,53.010,1006.000,19.263,46852.000,16.000,13.000,4709,6489,16.000
,30.170,54.230,1006.000,20.254,20072.000,23.000,26.000,7311,12062,26.000
,30.150,53.570,1006.000,21.794,32818.000,7.000,0.000,5010,7141,13.000
,30.070,52.410,1006.000,19.935,40572.000,16.000,16.000,25470,29206,17.000
,30.050,53.330,1006.000,23.861,22238.000,16.000,15.000,7234,11897,16.000
,30.210,53.130,1006.000,25.223,27607.000,9.000,12.000,5346,7850,17.000
,30.210,53.130,1006.000,22.154,35061.000,31.000,42.000,6490,10325,32.000
,30.310,53.730,1006.000,19.750,25375.000,7.000,3.000,7669,12870,5.000
,30.430,53.250,1006.000,21.042,36458.000,22.000,12.000,9356,16443,16.000
,30.530,53.410,1006.000,21.255,33365.000,5.000,0.000,9493,16717,0.000
,30.630,53.570,1006.000,19.692,39579.000,14.000,16.000,7071,11557,20.000
,30.710,53.670,1006.000,19.876,36207.000,23.000,25.000,12005,22106,24.000
,31.110,54.370,1006.000,36.853,3305.000,7.000,4.000,10785,19487,12.000
,31.170,53.510,1006.000,31.485,10730.000,9.000,16.000,11544,21170,17.000
,31.370,54.970,1006.000,29.549,8628.000,18.000,15.000,6916,11203,19.000
,31.470,53.070,1006.000,25.066,17556.000,11.000,0.000,4545,6144,5.000
,31.450,53.570,1006.000,20.116,25223.000,13.000,17.000,4301,5627,17.000
,31.390,53.670,1006.000,18.854,32043.000,19.000,20.000,4417,5885,17.000
,31.310,52.970,1006.000,17.823,31970.000,15.000,7.000,6063,9395,16.000
,31.250,53.030,1006.000,20.314,31119.000,21.000,31.000,4576,6230,22.000
,31.090,53.050,1006.000,20.177,36364.000,13.000,0.000,4358,5753,11.000
,31.010,53.250,1006.000,17.788,45831.000,16.000,9.000,4329,5681,14.000
,30.950,53.990,1006.000,17.448,30246.000,13.000,2.000,4481,6012,9.000
,30.910,53.210,1006.000,20.163,35415.000,15.000,14.000,4511,6060,16.000
,30.830,53.390,1006.000,19.332,32364.000,3.000,0.000,5175,7487,7.000
,30.850,53.510,1006.000,20.417,38144.000,11.000,16.000,5392,7960,10.000
,30.830,53.730,1006.000,18.625,42031.000,23.000,30.000,4934,6980,23.000
,30.750,53.290,1006.000,19.480,29649.000,0.000,2.000,8962,15588,11.000
,30.650,53.450,1006.000,24.370,10664.000,14.000,15.000,5770,8803,16.000
,30.730,53.730,1006.000,25.240,22168.000,29.000,46.000,4709,6489,19.000
,30.710,53.250,1006.000,22.853,31119.000,11.000,0.000,4746,6576,7.000
,30.710,53.050,1006.000,21.010,35837.000,19.000,21.000,6001,9270,17.000
,30.650,53.190,1006.000,19.098,42498.000,3.000,0.000,9793,17362,4.000
,30.610,53.130,1006.000,20.776,41656.000,14.000,11.000,5570,8362,16.000
,30.530,53.070,1006.000,19.420,47756.000,13.000,21.000,5048,7223,17.000
,30.510,53.590,1006.000,19.928,35178.000,3.000,0.000,5623,8467,9.000
,30.470,53.230,1006.000,19.951,41989.000,9.000,18.000,5392,7960,14.000
,30.450,53.490,1006.000,20.892,42327.000,16.000,16.000,11544,21170,21.000
,30.490,54.630,1006.000,25.429,10664.000,2.000,3.000,11150,20310,6.000
,30.510,53.550,1006.000,25.290,22285.000,16.000,11.000,6241,9757,17.000
,30.530,53.650,1006.000,22.191,28956.000,16.000,16.000,4971,7048,16.000
,30.510,53.030,1006.000,21.701,29712.000,6.000,0.000,4545,6144,10.000
,30.490,53.330,1006.000,21.175,36713.000,16.000,16.000,4477,6003,0.000
,30.450,53.690,1006.000,19.781,39137.000,16.000,16.000,4507,6068,16.000
,30.470,53.050,1006.000,18.728,47061.000,11.000,1.000,4383,5812,16.000
,30.410,53.370,1006.000,17.333,51344.000,16.000,32.000,4413,5876,16.000
,30.290,52.770,1006.000,17.588,52531.000,10.000,0.000,6484,10312,0.000
,30.210,53.230,1006.000,21.323,37801.000,16.000,15.000,12222,22556,16.000
,30.490,53.670,1006.000,28.138,28936.000,17.000,18.000,7751,13046,16.000
,30.590,53.070,1006.000,28.015,34628.000,6.000,4.000,4815,6740,5.000
,30.590,53.310,1006.000,21.408,31515.000,6.000,15.000,11994,22081,16.000
,30.610,53.850,1006.000,20.918,38423.000,16.000,16.000,5433,8077,20.000
,30.570,52.930,1006.000,19.934,42157.000,14.000,6.000,4607,6297,16.000
,30.490,53.130,1006.000,20.102,22621.000,18.000,23.000,4358,5744,19.000
,30.470,53.090,1006.000,22.748,27974.000,9.000,1.000,4607,6297,4.000
,30.410,53.070,1006.000,24.168,31096.000,16.000,13.000,6366,10029,14.000
,30.470,53.750,1006.000,24.729,33930.000,21.000,38.000,6626,10595,33.000
,30.490,53.590,1006.000,20.652,36490.000,4.000,0.000,5005,7140,2.000
,30.450,53.190,1006.000,19.091,41989.000,16.000,16.000,4477,6003,1.000
,30.430,53.490,1006.000,18.028,48725.000,7.000,0.000,4895,6889,7.000
,30.390,53.650,1006.000,18.346,50785.000,15.000,12.000,4895,6889,10.000
,30.310,53.630,1006.000,19.506,52629.000,18.000,30.000,4852,6810,21.000
,30.330,54.690,1006.000,19.959,24561.000,18.000,19.000,4852,6810,18.000
,30.310,53.690,1006.000,20.727,39137.000,16.000,10.000,6062,9382,16.000
,30.330,53.690,1006.000,19.890,31468.000,16.000,16.000,6554,10460,16.000
,30.470,53.570,1006.000,23.185,29966.000,14.000,13.000,4572,6221,16.000
,30.510,53.570,1006.000,21.082,25796.000,5.000,7.000,8717,15052,4.000
,30.510,53.010,1006.000,21.051,36745.000,16.000,16.000,5481,8179,16.000
,30.410,53.970,1006.000,19.893,40261.000,0.000,0.000,5005,7140,5.000
,30.390,53.230,1006.000,18.715,36809.000,21.000,18.000,5005,7140,25.000
,30.250,53.090,1006.000,18.327,35868.000,16.000,11.000,4777,6658,16.000
,30.210,53.870,1006.000,18.838,42455.000,18.000,21.000,5260,7674,19.000
,30.250,53.970,1006.000,26.510,31444.000,1.000,0.000,4541,6143,0.000
,30.230,54.550,1006.000,22.922,16178.000,14.000,4.000,4852,6810,11.000
,30.210,53.890,1006.000,24.525,12071.000,33.000,16.000,8954,15570,16.000
,30.170,53.410,1006.000,25.804,22867.000,16.000,9.000,5005,7140,16.000
,30.110,53.710,1006.000,22.968,22670.000,7.000,0.000,5085,7306,3.000
,30.110,54.170,1006.000,20.488,32215.000,13.000,14.000,5210,7577,16.000
,30.050,53.310,1006.000,20.894,31211.000,14.000,12.000,6366,10029,10.000
,29.970,53.490,1006.000,20.080,38813.000,16.000,8.000,5996,9258,11.000
,29.890,53.590,1006.000,19.134,35929.000,16.000,14.000,4442,5940,14.000
,29.890,53.530,1006.000,19.655,44758.000,12.000,22.000,4358,5744,11.000
,29.830,53.130,1006.000,20.763,42242.000,7.000,0.000,4325,5681,9.000
,29.790,53.650,1006.000,22.239,23918.000,8.000,14.000,6827,11047,16.000
,29.950,53.290,1006.000,26.746,14989.000,11.000,0.000,12472,23104,14.000
,30.010,52.870,1006.000,28.114,26148.000,9.000,14.000,32768,29206,11.000
,29.990,54.750,1006.000,28.261,15173.000,12.000,11.000,26511,29206,16.000
,30.170,53.750,1006.000,31.609,13419.000,13.000,1.000,8368,14328,10.000
,30.270,53.630,1006.000,24.357,24193.000,15.000,16.000,4815,6740,16.000
,30.250,53.790,1006.000,19.396,33259.000,11.000,0.000,4477,6003,10.000
,30.210,54.050,1006.000,17.495,41047.000,16.000,18.000,5672,8577,15.000
,30.170,53.330,1006.000,17.515,40533.000,1.000,0.000,4966,7051,6.000
,30.110,53.730,1006.000,18.567,43240.000,16.000,20.000,6484,10312,16.000
,30.050,53.810,1006.000,19.950,19788.000,17.000,16.000,4852,6810,22.000
,30.070,53.570,1006.000,21.321,22238.000,16.000,16.000,5043,7223,16.000
,30.070,53.330,1006.000,19.306,12972.000,16.000,4.000,5124,7390,14.000
,30.090,54.030,1006.000,18.959,26003.000,7.000,9.000,5481,8179,14.000
,29.990,53.410,1006.000,18.853,20383.000,4.000,0.000,6295,9900,0.000
,30.010,53.710,1006.000,18.845,35415.000,11.000,0.000,4607,6297,10.000
,29.970,53.590,1006.000,18.422,40455.000,32.000,48.000,5085,7306,26.000
,29.990,53.530,1006.000,18.401,48388.000,13.000,12.000,5005,7140,16.000
,29.950,53.290,1006.000,17.241,53263.000,0.000,0.000,5295,7762,6.000
,29.870,53.830,1006.000,17.570,25375.000,16.000,2.000,9083,15849,11.000
,29.850,53.690,1006.000,19.098,19807.000,0.000,16.000,8717,15052,21.000
,29.830,53.750,1006.000,19.555,31610.000,2.000,0.000,6295,9900,1.000
,29.870,53.470,1006.000,20.283,35207.000,17.000,16.000,6169,9622,17.000
,29.930,53.690,1006.000,19.888,39505.000,15.000,13.000,4673,6431,15.000
,30.010,53.510,1006.000,19.195,46904.000,16.000,18.000,7467,12406,16.000
,30.070,53.530,1006.000,19.997,38006.000,11.000,14.000,6749,10865,16.000
,30.190,53.210,1006.000,20.229,47219.000,2.000,0.000,28883,29206,5.000
,30.070,54.370,1006.000,20.103,23402.000,19.000,16.000,6229,9743,22.000
,30.230,52.850,1006.000,25.420,27004.000,5.000,3.000,8701,15034,9.000
,30.250,53.030,1006.000,22.720,29096.000,27.000,29.000,7297,12017,24.000
,30.370,53.510,1006.000,20.913,38956.000,11.000,6.000,4567,6202,16.000
,30.290,52.750,1006.000,18.538,43285.000,9.000,0.000,6109,9471,9.000
,30.290,53.590,1006.000,19.859,35715.000,22.000,23.000,4773,6639,25.000
,30.310,53.910,1006.000,19.876,44381.000,14.000,4.000,6415,10135,15.000
,30.310,53.550,1006.000,19.721,49009.000,19.000,30.000,5559,8338,16.000
,30.370,53.590,1006.000,21.333,46541.000,11.000,3.000,6614,10581,16.000
,30.450,55.710,1006.000,24.425,9368.000,17.000,14.000,6749,10865,16.000
,30.690,53.290,1006.000,28.419,9261.000,16.000,9.000,5250,7663,16.000
,30.610,53.670,1006.000,24.063,20207.000,11.000,10.000,7381,12206,4.000
,30.490,53.590,1006.000,20.407,16079.000,8.000,16.000,19853,29206,15.000
,30.570,53.130,1006.000,30.452,8353.000,11.000,0.000,5612,8443,1.000
,30.510,53.450,1006.000,24.688,20110.000,18.000,37.000,5038,7202,26.000
,30.430,54.410,1006.000,21.962,9909.000,5.000,3.000,5335,7828,0.000
,30.430,53.410,1006.000,21.304,23350.000,23.000,50.000,5479,8157,26.000
,30.310,53.350,1006.000,18.574,31492.000,6.000,0.000,6975,11331,5.000
,30.310,53.650,1006.000,20.212,25391.000,23.000,22.000,13500,25293,30.000
,30.410,55.570,1006.000,23.487,12168.000,13.000,14.000,5661,8565,14.000
,30.490,53.630,1006.000,23.860,21755.000,16.000,16.000,4961,7031,18.000
,30.590,53.510,1006.000,20.450,30138.000,16.000,10.000,6477,10285,15.000
,30.610,53.550,1006.000,21.728,28485.000,16.000,16.000,15119,28716,16.000
,30.890,54.010,1006.000,27.370,20523.000,13.000,11.000,8585,14782,14.000
,30.930,53.790,1006.000,22.142,22867.000,16.000,12.000,7661,12822,16.000
,30.910,53.330,1006.000,20.402,30822.000,5.000,5.000,4961,7031,2.000
,30.870,53.550,1006.000,19.477,38777.000,24.000,42.000,4669,6412,22.000
,30.870,53.850,1006.000,19.358,38956.000,5.000,12.000,4961,7031,14.000
,30.850,52.870,1006.000,19.209,29649.000,16.000,16.000,9074,15812,17.000
,30.850,53.590,1006.000,23.905,30868.000,16.000,13.000,11764,21554,16.000
,30.910,55.030,1006.000,21.745,20403.000,1.000,8.000,16737,29206,6.000
,31.350,54.190,1006.000,30.074,13118.000,18.000,7.000,4961,7031,20.000
,31.530,53.410,1006.000,24.926,22867.000,13.000,17.000,5661,8565,17.000
,31.530,53.570,1006.000,22.201,15578.000,11.000,11.000,5290,7740,19.000
,31.490,53.490,1006.000,20.441,18101.000,9.000,0.000,4472,5985,3.000
,31.390,54.190,1006.000,20.397,12721.000,16.000,10.000,14764,27976,16.000
,31.570,54.330,1006.000,28.329,6669.000,13.000,10.000,15504,29206,14.000
,31.710,54.670,1006.000,30.102,5927.000,10.000,12.000,16247,29206,14.000
,31.890,54.330,1006.000,29.704,12289.000,5.000,10.000,7131,11689,11.000
,31.950,54.330,1006.000,27.005,8353.000,12.000,0.000,11129,20241,6.000
,31.910,55.610,1006.000,30.664,2341.000,11.000,16.000,15845,29206,16.000
,31.830,53.870,1006.000,31.341,7978.000,19.000,13.000,12957,24133,7.000
,31.790,53.670,1006.000,29.722,9360.000,10.000,0.000,32768,29206,6.000
,31.650,52.870,1006.000,26.313,15239.000,14.000,16.000,11764,21554,16.000
,31.870,54.750,1006.000,30.773,10886.000,16.000,11.000,32768,29206,9.000
,31.890,52.970,1006.000,28.637,6536.000,10.000,6.000,8248,14062,13.000
,32.010,53.530,1006.000,26.716,7414.000,17.000,18.000,5882,8995,18.000
,32.190,53.670,1006.000,25.988,14810.000,15.000,13.000,4633,6344,13.000
,32.130,53.470,1006.000,19.639,20745.000,13.000,1.000,10079,17969,11.000
,32.210,54.930,1006.000,25.792,15362.000,8.000,1.000,5824,8874,2.000
,32.150,53.330,1006.000,22.783,22452.000,16.000,17.000,5824,8874,16.000
,32.010,54.490,1006.000,21.640,8327.000,16.000,17.000,7381,12206,18.000
,31.950,53.550,1006.000,27.831,17113.000,16.000,9.000,5119,7369,16.000
,31.830,53.630,1006.000,22.230,25193.000,12.000,7.000,4886,6879,13.000
,31.690,53.210,1006.000,21.734,12297.000,15.000,16.000,4669,6412,16.000
,31.610,53.210,1006.000,20.978,24589.000,0.000,0.000,4472,5985,2.000
,31.490,53.070,1006.000,18.272,28408.000,5.000,0.000,4472,5985,3.000
,31.370,53.490,1006.000,17.462,37101.000,16.000,20.000,5824,8874,19.000
,31.310,52.910,1006.000,20.794,36364.000,17.000,33.000,14116,26619,26.000
,31.250,53.630,1006.000,25.675,13954.000,13.000,16.000,5290,7740,13.000
,31.050,53.150,1006.000,24.999,19245.000,15.000,10.000,5716,8660,16.000
,30.970,54.030,1006.000,21.603,20563.000,2.000,5.000,5661,8565,2.000
,31.010,53.530,1006.000,19.853,28797.000,0.000,0.000,7220,11852,4.000
,30.830,53.930,1006.000,19.038,25375.000,9.000,11.000,6354,10016,16.000
,30.970,53.870,1006.000,21.492,21755.000,25.000,17.000,6354,10016,30.000
,31.170,53.470,1006.000,26.282,25421.000,13.000,2.000,5381,7938,13.000
,31.230,53.310,1006.000,21.804,32665.000,13.000,14.000,5250,7663,14.000
,31.170,52.990,1006.000,19.625,33207.000,3.000,0.000,6477,10285,0.000
,31.070,53.370,1006.000,19.805,27409.000,18.000,20.000,8945,15533,15.000
,30.950,53.010,1006.000,21.689,35296.000,16.000,16.000,4924,6960,14.000
,30.870,53.310,1006.000,19.719,42412.000,16.000,19.000,4700,6479,18.000
,30.750,53.370,1006.000,17.764,48056.000,16.000,9.000,6354,10016,16.000
,30.730,53.310,1006.000,18.210,47783.000,10.000,0.000,6477,10285,13.000
,30.650,53.190,1006.000,19.100,29197.000,30.000,5.000,10241,18304,27.000
,30.630,53.650,1006.000,23.492,28660.000,16.000,16.000,10241,18304,15.000
,30.670,53.390,1006.000,27.073,19122.000,3.000,0.000,7750,13014,5.000
,30.690,53.550,1006.000,25.964,18932.000,17.000,16.000,4961,7031,28.000
,30.630,52.770,1006.000,22.327,22818.000,16.000,15.000,12957,24133,15.000
,30.530,53.050,1006.000,24.659,18354.000,5.000,0.000,6415,10135,3.000
,30.490,53.550,1006.000,22.655,18054.000,16.000,17.000,5205,7556,19.000
,30.470,53.390,1006.000,23.863,24489.000,16.000,12.000,4961,7031,20.000
,30.430,52.830,1006.000,20.997,11469.000,8.000,10.000,4886,6879,7.000
,30.490,53.090,1006.000,22.312,12029.000,4.000,0.000,5119,7369,0.000
,30.390,53.190,1006.000,21.729,16367.000,16.000,18.000,9925,17627,16.000
,30.410,52.930,1006.000,23.646,19732.000,19.000,16.000,5479,8157,17.000
,30.410,53.510,1006.000,20.935,30138.000,10.000,6.000,4814,6720,15.000
,30.390,53.070,1006.000,21.075,19315.000,0.000,0.000,6749,10865,2.000
,30.410,53.070,1006.000,24.716,25875.000,11.000,17.000,5428,8055,11.000
,30.370,52.770,1006.000,21.451,33391.000,13.000,12.000,4700,6479,16.000
,30.270,53.050,1006.000,19.499,30465.000,0.000,1.000,19853,29206,5.000
,30.570,53.910,1006.000,28.873,23221.000,15.000,11.000,5882,8995,13.000
,30.590,52.990,1006.000,24.640,21078.000,16.000,16.000,7467,12406,17.000
,30.670,53.410,1006.000,23.941,11176.000,15.000,14.000,6678,10705,15.000
,30.670,52.990,1006.000,25.099,22404.000,10.000,2.000,5716,8660,13.000
